playerID,retroID,kscore,totalgames,totalhits,totalwins,totalER,totalinnings,totalERA,Strikeouts
saitota01,saitt001,5.7798121400,102,79,6,32,92,3.1304,103
salasfe01,salaf001,7.0090369200,187,161,6,73,191,3.4398,186
salech01,salec001,7.2745523400,139,418,32,165,498,2.9819,529
samarje01,samaj001,7.4925913000,143,452,27,224,493,4.0892,490
sanchan01,sanca004,7.4722105300,124,735,44,293,768,3.4336,728
sanchbr01,sancb001,6.0038549300,106,107,6,50,130,3.4615,112
sanchjo01,sancj002,7.2234612000,73,329,18,190,371,4.6092,367
santaer01,sante001,7.0513130800,128,783,46,361,838,3.8771,641
santihe01,santh001,5.8906362300,78,192,8,85,219,3.4932,218
santose01,sants001,9.2007656400,154,111,7,52,144,3.2500,180
saundjo01,saunj001,4.0693012200,126,869,41,374,771,4.3658,441
schepta01,schet001,4.8026865700,115,105,7,32,108,2.6667,89
scherma01,schem001,9.8210783800,128,712,64,319,791,3.6296,829
schleda01,schld001,8.6483461300,73,70,4,33,72,4.1250,69
shawbr01,shawb001,7.4887089500,167,150,9,58,161,3.2422,138
sherrge01,sherg001,5.8420590400,118,85,5,43,73,5.3014,63
shielja02,shiej002,7.7746101600,134,864,57,364,906,3.6159,831
simonal01,simoa001,5.8745273200,171,315,17,136,311,3.9357,235
sippto01,sippt001,6.7250816500,258,175,12,97,216,4.0417,219
slatedo01,slatd001,8.6104356400,90,69,4,26,68,3.4412,55
sloweke01,slowk001,3.8379002800,64,356,16,163,305,4.8098,226
smithjo05,smitj002,6.1701456900,266,189,18,70,234,2.6923,184
smithjo06,smitj003,5.2837170000,54,77,3,34,61,5.0164,39
smylydr01,smyld001,6.5479826000,86,155,10,64,174,3.3103,175
sonnaan01,sonna001,4.4281937700,56,123,3,62,116,4.8103,62
soriajo01,sorij001,7.2032743800,152,131,7,50,148,3.0405,159
soriara01,sorir001,5.8662018900,243,189,10,70,234,2.6923,213
spencjo01,spenj001,9.4170016400,51,27,0,14,39,3.2308,41
stammcr01,stamc001,6.9529122200,156,302,18,122,307,3.5765,263
staufti01,staut001,4.7949461100,107,311,18,126,340,3.3353,258
storedr01,stord001,8.4971163700,232,192,17,84,221,3.4208,208
strasst01,stras001,9.0561674900,75,343,29,143,434,2.9654,504
streehu01,streh001,8.5225769500,204,162,9,69,199,3.1206,193
stroppe01,strop001,7.1018354000,174,129,9,64,153,3.7647,156
stulter01,stule002,4.3257521100,59,322,19,129,313,3.7093,193
stutemi01,stutm001,9.7674360000,79,70,9,38,83,4.1205,72
swarzan01,swara001,3.1298668900,119,306,10,134,293,4.1160,186
takahhi01,takah001,6.8180146300,168,226,14,108,242,4.0165,221
tallebr01,tallb001,3.8013085400,53,106,2,69,89,6.9775,63
tateyyo01,tatey001,4.3484166000,53,55,3,39,61,5.7541,61
tazawju01,tazaj001,6.9260172700,111,110,6,33,115,2.5826,121
tejedro01,tejer001,5.5592092100,63,67,3,29,68,3.8382,58
thatcjo01,thatj001,8.1654663100,210,101,5,36,114,2.8421,129
thayeda01,thayd001,7.2583781100,145,131,5,56,134,3.7612,118
thomabr01,thomb001,4.6424541800,61,94,6,41,80,4.6125,37
thompri03,thomr006,6.4870506200,60,64,3,25,75,3.0000,74
thornma01,thorm001,4.7976023000,257,211,11,83,226,3.3053,227
tillmch01,tillc001,6.7138059100,72,378,30,186,406,4.1232,322
torreca01,torrc001,3.8106566200,69,151,9,77,152,4.5592,130
troncra01,tronr001,5.0559168500,99,123,3,58,106,4.9245,66
ueharko01,uehak001,9.3129854000,218,128,7,47,219,1.9315,284
valdera02,valdr002,8.1355007700,95,133,7,75,134,5.0373,143
valvejo01,valvj001,4.7296268300,226,170,7,80,223,3.2287,199
vargaja01,vargj001,4.4285456400,120,755,42,336,760,3.9789,497
varvaan01,varva001,8.5889048100,96,105,4,45,116,3.4914,92
vasques01,vasqe001,4.8182222500,94,105,2,65,114,5.1316,89
vazquja01,vazqj001,5.3037469700,63,333,23,172,349,4.4355,283
vealdo01,veald001,7.2275486700,74,31,2,17,42,3.6429,48
ventejo01,ventj001,10.6237293800,230,175,15,57,229,2.2402,258
verasjo01,veraj001,8.1865609000,266,192,10,98,247,3.5709,272
verlaju01,verlj001,8.8358497800,134,768,72,305,931,2.9484,925
villabr02,villb002,3.8423715400,74,67,4,38,74,4.6216,86
villaca01,villc001,7.6371609200,168,381,22,191,411,4.1825,360
vinceni01,vincn001,8.6648755400,72,52,8,16,72,2.0000,77
vogelry01,voger001,5.7183208000,80,459,31,191,471,3.6497,364
volqued01,volqe001,5.5208843500,97,518,29,291,521,5.0269,487
volstch01,volsc001,4.0559949200,86,530,20,267,458,5.2467,283
wadeco01,wadec001,5.8528467400,79,79,7,37,78,4.2692,68
wagnebi02,wagnb001,16.4561052400,71,38,7,11,69,1.4348,104
wainwad01,waina001,7.3678240600,99,605,53,228,669,3.0673,616
wakefti01,waket001,3.2873163900,65,316,11,171,293,5.2526,177
waldejo01,waldj001,7.3653816800,173,136,12,57,160,3.2063,192
watsoto01,watst001,7.9853342800,178,122,10,57,165,3.1091,144
weaveje02,weavj003,6.4307555300,121,655,62,253,801,2.8427,690
webbry01,webbr001,4.4778350300,238,254,11,90,248,3.2661,173
wellsra01,wellr001,5.7163200200,67,385,16,184,357,4.6387,240
westbja01,westj001,4.2658937900,115,734,42,327,674,4.3665,382
wheelda01,wheed001,7.6472348200,123,100,4,54,109,4.4587,87
wilheto01,wilht001,7.3363338400,157,129,6,61,169,3.2485,162
willije02,willj003,4.2896934800,79,365,19,174,350,4.4743,233
wilsobr01,wilsb001,8.7955629700,147,124,11,37,143,2.3287,162
wilsocj01,wilsc004,7.2075291400,134,733,61,315,841,3.3710,737
wilsoju10,wilsj004,7.4380400000,66,60,6,18,77,2.1039,66
wolfra02,wolfr001,5.5836781300,97,623,31,286,584,4.4075,380
woodbl01,woodb004,5.7509935700,108,121,6,57,118,4.3475,94
woodke02,woodk002,7.6678188700,112,88,6,43,104,3.7212,112
woodtr01,woodt004,6.4527818700,97,499,26,240,561,3.8503,425
worleva01,worlv001,6.6226217700,63,360,19,147,324,4.0833,263
wrighja01,wrigj001,4.3086838000,238,249,10,103,261,3.5517,195
wrighwe01,wrigw001,6.2161256800,182,142,3,64,149,3.8658,149
wuertmi01,wuerm001,7.6469279400,87,72,2,44,72,5.5000,72
zagurmi01,zagum001,7.0466364600,64,60,0,45,52,7.7885,54
zambrca01,zambc001,5.0477454700,95,396,27,192,406,4.2562,313
zieglbr01,ziegb001,3.4627200800,285,222,20,73,257,2.5564,171
zimmejo02,zimmj003,7.0351992500,97,563,40,215,599,3.2304,465
zitoba01,zitob001,4.4773381300,109,594,32,297,569,4.6977,382
